trial_id,molecule,indication,phase,status,sponsor,country
CT-000336,MOLD2,Inflammatory Bowel Disease,Phase III,Suspended,OncoGenix,US
CT-000337,MOLP3,Type 2 Diabetes,Phase II,Recruiting,MedLife Corp,Japan
CT-000338,MOLH3,Psoriasis,Phase III,Suspended,ABC Pharma,Canada
CT-000339,MOLP2,Rheumatoid Arthritis,Phase II,Completed,GlobalBio,Australia
CT-000340,MOLH1,Respiratory,Phase IV,Suspended,NovaCure,Japan
CT-000341,MOLH3,Migraine,Phase IV,Suspended,NovaCure,Australia
CT-000342,MOLH1,Heart Failure,Phase IV,Completed,ABC Pharma,India
CT-000343,MOLIBD3,Psoriasis,Phase IV,Completed,ABC Pharma,Japan
CT-000344,MOLDEP3,Psoriasis,Phase I,Terminated,XYZ Pharma,Japan
CT-000345,MOLHF3,Depression,Phase IV,Active,OncoGenix,Global
CT-000346,MOLD3,Hypertension,Phase III,Completed,PrimeCare,US
CT-000347,MOLD2,Heart Failure,Phase II,Completed,NovaCure,Brazil
CT-000348,MOL2,Hypertension,Phase I,Active,MedLife Corp,Australia
CT-000349,MOLP3,Lung Cancer,Phase I,Completed,GlobalBio,Brazil
CT-000350,MOLHF1,Type 2 Diabetes,Phase IV,Completed,MedLife Corp,US
CT-000351,MOLRA3,Chronic Kidney Disease,Phase III,Recruiting,XYZ Pharma,Japan
CT-000352,MOLCKD1,Chronic Kidney Disease,Phase II,Suspended,MedLife Corp,Japan
CT-000353,MOLCKD3,Osteoporosis,Phase IV,Recruiting,NovaCure,Global
CT-000354,MOLM2,Asthma,Phase I,Recruiting,NovaCure,China
CT-000355,MOLIBD2,COPD,Phase II,Active,MedLife Corp,Australia
CT-000356,MOLLC3,Inflammatory Bowel Disease,Phase III,Completed,OncoGenix,EU
CT-000357,MOLHF1,Heart Failure,Phase II,Completed,MedLife Corp,Canada
CT-000358,MOLCKD3,Migraine,Phase I,Suspended,ABC Pharma,Japan
CT-000359,MOLCKD3,Type 2 Diabetes,Phase IV,Terminated,ABC Pharma,EU
CT-000360,MOLR2,Breast Cancer,Phase I,Recruiting,OncoGenix,Global
CT-000361,MOLRA2,Chronic Kidney Disease,Phase III,Terminated,OncoGenix,Japan
CT-000362,MOLLC1,Breast Cancer,Phase IV,Active,XYZ Pharma,EU
CT-000363,MOLLC3,Asthma,Phase II,Active,MedLife Corp,Japan
CT-000364,MOLLC2,Migraine,Phase III,Terminated,PrimeCare,Australia
CT-000365,MOLO2,Osteoporosis,Phase IV,Completed,OncoGenix,Brazil
CT-000366,MOLBC3,Respiratory,Phase I,Suspended,OncoGenix,Brazil
CT-000367,MOLP2,Lung Cancer,Phase I,Recruiting,PrimeCare,US
CT-000368,MOLR3,Osteoporosis,Phase II,Suspended,PrimeCare,China
CT-000369,MOL2,Respiratory,Phase I,Active,Sunrise Therapeutics,EU
CT-000370,MOLO3,Type 2 Diabetes,Phase I,Completed,GlobalBio,Canada
CT-000371,MOLDEP2,Osteoporosis,Phase III,Recruiting,MedLife Corp,Brazil
CT-000372,MOLRA2,Hypertension,Phase II,Recruiting,Sunrise Therapeutics,India
CT-000373,MOLDEP1,Breast Cancer,Phase I,Completed,GlobalBio,US
CT-000374,MOLD3,Lung Cancer,Phase IV,Active,ABC Pharma,Global
CT-000375,MOLR3,Migraine,Phase IV,Recruiting,NovaCure,India
CT-000376,MOLM2,Heart Failure,Phase III,Active,Sunrise Therapeutics,India
CT-000377,MOLH2,Breast Cancer,Phase IV,Active,PrimeCare,India
CT-000378,MOLLC1,Hypertension,Phase II,Terminated,Sunrise Therapeutics,Australia
CT-000379,MOLRA1,Chronic Kidney Disease,Phase I,Active,MedLife Corp,Australia
CT-000380,MOLH2,Chronic Kidney Disease,Phase II,Recruiting,GlobalBio,Brazil
CT-000381,MOLX,Hypertension,Phase I,Completed,XYZ Pharma,US
CT-000382,MOLH2,Osteoporosis,Phase II,Suspended,XYZ Pharma,Global
CT-000383,MOLLC2,Heart Failure,Phase III,Terminated,Sunrise Therapeutics,Japan
CT-000384,MOLR2,Breast Cancer,Phase III,Completed,XYZ Pharma,Japan
CT-000385,MOLBC3,Migraine,Phase II,Suspended,Sunrise Therapeutics,EU
CT-000386,MOLD1,Type 2 Diabetes,Phase III,Suspended,GlobalBio,China
CT-000387,MOLBC1,Rheumatoid Arthritis,Phase II,Terminated,OncoGenix,Australia
CT-000388,MOLCKD3,Migraine,Phase III,Completed,ABC Pharma,Japan
CT-000389,MOLDEP3,Osteoporosis,Phase III,Terminated,XYZ Pharma,Global
CT-000390,MOLA,Type 2 Diabetes,Phase III,Suspended,Sunrise Therapeutics,EU
CT-000391,MOLBC2,Lung Cancer,Phase III,Active,ABC Pharma,Global
CT-000392,MOLBC2,Depression,Phase IV,Active,MedLife Corp,Japan
CT-000393,MOLX,Psoriasis,Phase IV,Recruiting,ABC Pharma,China
CT-000394,MOLDEP1,Hypertension,Phase I,Active,GlobalBio,EU
CT-000395,MOLR2,Asthma,Phase III,Suspended,MedLife Corp,Australia
CT-000396,MOLO3,Osteoporosis,Phase II,Recruiting,PrimeCare,Japan
CT-000397,MOLCKD1,Psoriasis,Phase III,Suspended,ABC Pharma,Canada
CT-000398,MOLDEP1,Breast Cancer,Phase IV,Suspended,MedLife Corp,US
CT-000399,MOLHF3,Heart Failure,Phase I,Suspended,XYZ Pharma,EU
CT-000400,MOLCKD3,Depression,Phase III,Active,MedLife Corp,India
CT-000401,MOLR2,Lung Cancer,Phase IV,Suspended,OncoGenix,Brazil
CT-000402,MOLRA3,Depression,Phase IV,Terminated,PrimeCare,US
CT-000403,MOLR1,Depression,Phase III,Terminated,Sunrise Therapeutics,Japan
CT-000404,MOLD1,Respiratory,Phase III,Suspended,ABC Pharma,Japan
CT-000405,MOLBC3,Inflammatory Bowel Disease,Phase IV,Suspended,PrimeCare,EU
CT-000406,MOLA,Chronic Kidney Disease,Phase IV,Recruiting,XYZ Pharma,Brazil
CT-000407,MOLR3,Type 2 Diabetes,Phase II,Active,Sunrise Therapeutics,Canada
CT-000408,MOL2,Psoriasis,Phase III,Completed,OncoGenix,Global
CT-000409,MOLBC1,Breast Cancer,Phase III,Suspended,OncoGenix,US
CT-000410,MOLCKD3,Heart Failure,Phase IV,Recruiting,NovaCure,Canada
CT-000411,MOLP1,Chronic Kidney Disease,Phase III,Active,OncoGenix,Japan
CT-000412,MOLRA3,Depression,Phase III,Active,Sunrise Therapeutics,Australia
CT-000413,MOLM2,Osteoporosis,Phase IV,Recruiting,NovaCure,Australia
CT-000414,MOLBC1,Lung Cancer,Phase III,Suspended,OncoGenix,EU
CT-000415,MOLHF1,Depression,Phase II,Recruiting,NovaCure,Global
CT-000416,MOLCKD1,Breast Cancer,Phase I,Completed,MedLife Corp,India
CT-000417,MOLRA1,Chronic Kidney Disease,Phase I,Completed,MedLife Corp,China
CT-000418,MOLO2,Respiratory,Phase I,Completed,GlobalBio,Global
CT-000419,MOLDEP2,Heart Failure,Phase II,Suspended,Sunrise Therapeutics,Brazil
CT-000420,MOLD1,Chronic Kidney Disease,Phase II,Terminated,XYZ Pharma,Global
CT-000421,MOLLC3,Asthma,Phase IV,Terminated,GlobalBio,Australia
CT-000422,MOLHF1,Heart Failure,Phase I,Completed,OncoGenix,US
CT-000423,MOLRA1,Heart Failure,Phase I,Completed,NovaCure,Brazil
CT-000424,MOL1,Inflammatory Bowel Disease,Phase IV,Suspended,NovaCure,China
CT-000425,MOLIBD2,Psoriasis,Phase I,Recruiting,MedLife Corp,India
CT-000426,MOLO1,Chronic Kidney Disease,Phase IV,Suspended,Sunrise Therapeutics,China
CT-000427,MOLD1,Migraine,Phase II,Recruiting,GlobalBio,Canada
CT-000428,MOL2,Type 2 Diabetes,Phase II,Active,OncoGenix,China
CT-000429,MOLCKD1,Heart Failure,Phase III,Recruiting,XYZ Pharma,Canada
CT-000430,MOLBC2,Respiratory,Phase II,Completed,ABC Pharma,Australia
CT-000431,MOLRA1,Depression,Phase III,Suspended,Sunrise Therapeutics,Canada
CT-000432,MOLY,Migraine,Phase IV,Completed,MedLife Corp,Japan
CT-000433,MOLIBD1,Migraine,Phase IV,Suspended,PrimeCare,Brazil
CT-000434,MOLR2,Heart Failure,Phase II,Completed,OncoGenix,India
CT-000435,MOLO3,Respiratory,Phase III,Completed,XYZ Pharma,EU
CT-000436,MOLA,Inflammatory Bowel Disease,Phase IV,Terminated,PrimeCare,China
CT-000437,MOLBC2,Rheumatoid Arthritis,Phase I,Completed,PrimeCare,Australia
CT-000438,MOLR1,COPD,Phase III,Active,PrimeCare,India
CT-000439,MOLDEP3,Migraine,Phase III,Recruiting,GlobalBio,Australia
CT-000440,MOLM2,Rheumatoid Arthritis,Phase II,Completed,OncoGenix,US
CT-000441,MOLH3,Breast Cancer,Phase III,Terminated,MedLife Corp,India
CT-000442,MOLP2,Chronic Kidney Disease,Phase I,Suspended,NovaCure,US
CT-000443,MOLRA2,Heart Failure,Phase IV,Terminated,ABC Pharma,Canada
CT-000444,MOLO1,Depression,Phase I,Terminated,OncoGenix,India
CT-000445,MOLR1,Inflammatory Bowel Disease,Phase I,Active,Sunrise Therapeutics,China
CT-000446,MOLH1,Psoriasis,Phase III,Recruiting,NovaCure,Global
CT-000447,MOLLC2,Breast Cancer,Phase I,Terminated,PrimeCare,EU
CT-000448,MOLLC3,Breast Cancer,Phase IV,Terminated,Sunrise Therapeutics,Brazil
CT-000449,MOLH2,Psoriasis,Phase IV,Completed,XYZ Pharma,US
CT-000450,MOLH1,Hypertension,Phase I,Recruiting,XYZ Pharma,Canada
CT-000451,MOLBC2,Depression,Phase III,Terminated,MedLife Corp,Brazil
CT-000452,MOLHF2,Lung Cancer,Phase IV,Completed,XYZ Pharma,Global
CT-000453,MOLDEP3,Type 2 Diabetes,Phase IV,Completed,PrimeCare,Canada
CT-000454,MOLBC1,Depression,Phase IV,Active,PrimeCare,Canada
CT-000455,MOLCKD3,Respiratory,Phase III,Terminated,PrimeCare,Australia
CT-000456,MOLR1,Type 2 Diabetes,Phase II,Active,ABC Pharma,EU
CT-000457,MOLH1,Respiratory,Phase II,Terminated,XYZ Pharma,Brazil
CT-000458,MOLR3,Lung Cancer,Phase IV,Recruiting,XYZ Pharma,China
CT-000459,MOLHF2,Asthma,Phase I,Terminated,NovaCure,Australia
CT-000460,MOLHF1,Asthma,Phase IV,Completed,NovaCure,Brazil
CT-000461,MOLP2,Depression,Phase IV,Suspended,NovaCure,EU
CT-000462,MOLIBD3,Hypertension,Phase IV,Recruiting,GlobalBio,Japan
CT-000463,MOLA,Breast Cancer,Phase III,Active,ABC Pharma,India
CT-000464,MOLIBD3,Breast Cancer,Phase IV,Terminated,Sunrise Therapeutics,Japan
CT-000465,MOLRA2,Depression,Phase IV,Suspended,PrimeCare,China
CT-000466,MOLBC2,Hypertension,Phase I,Terminated,PrimeCare,EU
CT-000467,MOLLC2,Respiratory,Phase IV,Suspended,OncoGenix,India
CT-000468,MOLA,Chronic Kidney Disease,Phase II,Recruiting,MedLife Corp,India
CT-000469,MOLCKD3,Type 2 Diabetes,Phase II,Active,ABC Pharma,India
CT-000470,MOLD1,Lung Cancer,Phase I,Terminated,XYZ Pharma,Global
CT-000471,MOLM1,Heart Failure,Phase III,Active,ABC Pharma,Canada
CT-000472,MOLH3,Psoriasis,Phase III,Completed,XYZ Pharma,India
CT-000473,MOLRA1,Breast Cancer,Phase I,Recruiting,Sunrise Therapeutics,EU
CT-000474,MOLD3,Inflammatory Bowel Disease,Phase I,Recruiting,XYZ Pharma,India
CT-000475,MOLD3,Migraine,Phase II,Terminated,NovaCure,Global
CT-000476,MOLP2,Heart Failure,Phase I,Completed,NovaCure,Australia
CT-000477,MOLIBD1,Hypertension,Phase II,Completed,MedLife Corp,India
CT-000478,MOLO3,Inflammatory Bowel Disease,Phase I,Completed,XYZ Pharma,US
CT-000479,MOLBC1,Respiratory,Phase IV,Completed,XYZ Pharma,Australia
CT-000480,MOLRA3,Depression,Phase IV,Active,GlobalBio,Australia
CT-000481,MOLM2,COPD,Phase III,Terminated,PrimeCare,China
CT-000482,MOLD2,Hypertension,Phase III,Completed,XYZ Pharma,EU
CT-000483,MOLY,Breast Cancer,Phase IV,Recruiting,OncoGenix,China
CT-000484,MOLO2,Depression,Phase IV,Suspended,GlobalBio,China
CT-000485,MOL2,Heart Failure,Phase III,Active,GlobalBio,Canada
CT-000486,MOLD1,Lung Cancer,Phase II,Suspended,MedLife Corp,Global
CT-000487,MOLRA2,Lung Cancer,Phase IV,Suspended,GlobalBio,Australia
CT-000488,MOLA,Lung Cancer,Phase III,Terminated,NovaCure,US
CT-000489,MOLIBD1,Respiratory,Phase IV,Recruiting,MedLife Corp,EU
CT-000490,MOLR3,Chronic Kidney Disease,Phase I,Terminated,ABC Pharma,EU
CT-000491,MOLO1,Lung Cancer,Phase III,Active,MedLife Corp,Australia
CT-000492,MOLR1,Type 2 Diabetes,Phase III,Active,XYZ Pharma,India
CT-000493,MOLA,Heart Failure,Phase IV,Terminated,OncoGenix,Australia
CT-000494,MOLC,COPD,Phase IV,Active,XYZ Pharma,India
CT-000495,MOLC,Lung Cancer,Phase IV,Terminated,GlobalBio,Australia
CT-000496,MOLBC1,Inflammatory Bowel Disease,Phase II,Suspended,OncoGenix,US
CT-000497,MOLA,COPD,Phase I,Suspended,ABC Pharma,US
CT-000498,MOLC,Migraine,Phase I,Active,MedLife Corp,China
CT-000499,MOLHF1,Inflammatory Bowel Disease,Phase I,Recruiting,GlobalBio,Canada
CT-000500,MOLH3,Breast Cancer,Phase I,Recruiting,GlobalBio,Japan
CT-000501,MOLIBD2,Chronic Kidney Disease,Phase I,Active,PrimeCare,Australia
CT-000502,MOLH2,Hypertension,Phase I,Active,XYZ Pharma,Brazil
CT-000503,MOLO2,Lung Cancer,Phase II,Completed,ABC Pharma,Canada
CT-000504,MOLBC3,Osteoporosis,Phase II,Active,MedLife Corp,US
CT-000505,MOL2,Inflammatory Bowel Disease,Phase III,Suspended,XYZ Pharma,Canada
CT-000506,MOLH3,Type 2 Diabetes,Phase III,Completed,PrimeCare,Brazil
CT-000507,MOLIBD1,COPD,Phase IV,Completed,NovaCure,India
CT-000508,MOLBC3,Osteoporosis,Phase IV,Recruiting,NovaCure,EU
CT-000509,MOLBC3,Chronic Kidney Disease,Phase IV,Active,XYZ Pharma,US
CT-000510,MOLC,Breast Cancer,Phase I,Suspended,ABC Pharma,Global
CT-000511,MOLP3,COPD,Phase III,Suspended,PrimeCare,Canada
CT-000512,MOLD2,Chronic Kidney Disease,Phase I,Active,ABC Pharma,US
CT-000513,MOLLC1,Heart Failure,Phase III,Recruiting,XYZ Pharma,India
CT-000514,MOLH2,Inflammatory Bowel Disease,Phase II,Completed,Sunrise Therapeutics,China
CT-000515,MOLLC3,Rheumatoid Arthritis,Phase I,Completed,XYZ Pharma,Brazil
CT-000516,MOLRA1,COPD,Phase II,Active,Sunrise Therapeutics,Australia
CT-000517,MOLIBD1,Hypertension,Phase I,Completed,MedLife Corp,Japan
CT-000518,MOLD2,Depression,Phase III,Suspended,XYZ Pharma,India
CT-000519,MOLP3,Inflammatory Bowel Disease,Phase II,Completed,Sunrise Therapeutics,Japan
CT-000520,MOLDEP3,Chronic Kidney Disease,Phase III,Active,ABC Pharma,Australia
CT-000521,MOLLC2,Depression,Phase IV,Recruiting,Sunrise Therapeutics,EU
CT-000522,MOLCKD1,Respiratory,Phase I,Terminated,MedLife Corp,Canada
CT-000523,MOLC,Depression,Phase IV,Active,GlobalBio,Global
CT-000524,MOLRA1,Heart Failure,Phase II,Completed,NovaCure,Australia
CT-000525,MOLRA2,Breast Cancer,Phase IV,Suspended,MedLife Corp,India
CT-000526,MOLIBD1,Lung Cancer,Phase III,Suspended,ABC Pharma,Australia
CT-000527,MOLH2,Depression,Phase IV,Active,PrimeCare,China
CT-000528,MOLM2,Breast Cancer,Phase III,Completed,XYZ Pharma,Australia
CT-000529,MOLD1,Type 2 Diabetes,Phase IV,Terminated,Sunrise Therapeutics,Australia
CT-000530,MOLP2,Respiratory,Phase III,Completed,ABC Pharma,Japan
CT-000531,MOLM2,Asthma,Phase IV,Recruiting,NovaCure,Canada
CT-000532,MOLCKD3,Type 2 Diabetes,Phase II,Completed,OncoGenix,India
CT-000533,MOLD3,Asthma,Phase I,Recruiting,PrimeCare,EU
CT-000534,MOLD2,Heart Failure,Phase IV,Completed,OncoGenix,Brazil
CT-000535,MOLO2,Heart Failure,Phase III,Terminated,OncoGenix,Japan
CT-000536,MOLP2,Type 2 Diabetes,Phase II,Terminated,OncoGenix,EU
CT-000537,MOLA,Rheumatoid Arthritis,Phase II,Active,NovaCure,US
CT-000538,MOL2,Respiratory,Phase IV,Completed,ABC Pharma,EU
CT-000539,MOLRA3,Chronic Kidney Disease,Phase IV,Terminated,PrimeCare,Japan
CT-000540,MOLM2,Respiratory,Phase I,Completed,XYZ Pharma,US
CT-000541,MOLBC1,COPD,Phase I,Active,NovaCure,Global
CT-000542,MOLA,Lung Cancer,Phase I,Active,ABC Pharma,US
CT-000543,MOLLC3,Asthma,Phase I,Active,PrimeCare,EU
CT-000544,MOLBC1,Breast Cancer,Phase IV,Suspended,Sunrise Therapeutics,EU
CT-000545,MOL1,Type 2 Diabetes,Phase I,Recruiting,Sunrise Therapeutics,Canada
CT-000546,MOLBC3,Rheumatoid Arthritis,Phase IV,Completed,PrimeCare,Canada
CT-000547,MOLP2,Hypertension,Phase II,Suspended,ABC Pharma,Australia
CT-000548,MOLC,Rheumatoid Arthritis,Phase I,Active,PrimeCare,Global
CT-000549,MOLD2,Hypertension,Phase I,Active,XYZ Pharma,Global
CT-000550,MOLP1,Osteoporosis,Phase I,Active,ABC Pharma,US
CT-000551,MOLP1,Osteoporosis,Phase IV,Recruiting,PrimeCare,EU
CT-000552,MOLR1,Asthma,Phase I,Active,Sunrise Therapeutics,Brazil
CT-000553,MOLP1,Chronic Kidney Disease,Phase I,Active,ABC Pharma,Brazil
CT-000554,MOLO3,Asthma,Phase III,Suspended,MedLife Corp,US
CT-000555,MOLR1,Hypertension,Phase III,Active,Sunrise Therapeutics,China
CT-000556,MOL2,Breast Cancer,Phase II,Active,Sunrise Therapeutics,China
CT-000557,MOLH1,Chronic Kidney Disease,Phase IV,Completed,PrimeCare,US
CT-000558,MOLO3,Inflammatory Bowel Disease,Phase III,Recruiting,OncoGenix,Australia
CT-000559,MOLO3,Psoriasis,Phase III,Active,Sunrise Therapeutics,Canada
CT-000560,MOLCKD3,Lung Cancer,Phase III,Recruiting,ABC Pharma,Australia
CT-000561,MOLIBD3,Lung Cancer,Phase I,Suspended,MedLife Corp,China
CT-000562,MOLH1,Lung Cancer,Phase III,Active,NovaCure,India
CT-000563,MOLP3,Rheumatoid Arthritis,Phase III,Completed,NovaCure,Global
CT-000564,MOLR3,Migraine,Phase II,Active,OncoGenix,China
CT-000565,MOLO2,Migraine,Phase III,Completed,PrimeCare,EU
CT-000566,MOLDEP2,Osteoporosis,Phase III,Active,Sunrise Therapeutics,Canada
CT-000567,MOLO3,Type 2 Diabetes,Phase I,Suspended,PrimeCare,Canada
CT-000568,MOLH1,Respiratory,Phase I,Completed,MedLife Corp,US
CT-000569,MOLHF1,Rheumatoid Arthritis,Phase I,Active,GlobalBio,Australia
CT-000570,MOLR3,Breast Cancer,Phase IV,Suspended,Sunrise Therapeutics,US
CT-000571,MOLBC2,Heart Failure,Phase IV,Recruiting,XYZ Pharma,China
CT-000572,MOLR1,Lung Cancer,Phase I,Active,GlobalBio,Australia
CT-000573,MOLP3,Chronic Kidney Disease,Phase I,Terminated,ABC Pharma,Australia
CT-000574,MOLR3,Inflammatory Bowel Disease,Phase I,Recruiting,NovaCure,EU
CT-000575,MOLD2,Depression,Phase III,Recruiting,NovaCure,Brazil
CT-000576,MOLO3,Lung Cancer,Phase IV,Completed,GlobalBio,Canada
CT-000577,MOLD1,Depression,Phase I,Suspended,GlobalBio,Canada
CT-000578,MOLIBD1,COPD,Phase III,Recruiting,OncoGenix,Japan
CT-000579,MOLBC3,COPD,Phase I,Completed,GlobalBio,Japan
CT-000580,MOLLC2,Osteoporosis,Phase I,Suspended,Sunrise Therapeutics,US
CT-000581,MOLD2,Chronic Kidney Disease,Phase IV,Active,GlobalBio,EU
CT-000582,MOLLC1,Respiratory,Phase III,Suspended,MedLife Corp,Canada
CT-000583,MOLC,Respiratory,Phase III,Terminated,NovaCure,India
CT-000584,MOLR1,Rheumatoid Arthritis,Phase II,Recruiting,OncoGenix,Japan
CT-000585,MOLBC3,COPD,Phase I,Terminated,OncoGenix,Japan
CT-000586,MOLD1,Hypertension,Phase II,Active,PrimeCare,Brazil
CT-000587,MOLHF2,Respiratory,Phase I,Active,MedLife Corp,China
CT-000588,MOLHF1,Inflammatory Bowel Disease,Phase IV,Suspended,PrimeCare,Japan
CT-000589,MOLDEP1,Lung Cancer,Phase II,Active,OncoGenix,India
CT-000590,MOLDEP2,Breast Cancer,Phase II,Terminated,NovaCure,India
CT-000591,MOLX,Heart Failure,Phase II,Active,PrimeCare,Canada
CT-000592,MOLBC1,Heart Failure,Phase III,Suspended,MedLife Corp,India
CT-000593,MOLM2,Rheumatoid Arthritis,Phase I,Suspended,OncoGenix,Canada
CT-000594,MOLRA2,Lung Cancer,Phase IV,Active,Sunrise Therapeutics,India
CT-000595,MOLDEP2,Chronic Kidney Disease,Phase III,Active,ABC Pharma,EU
CT-000596,MOLM2,Type 2 Diabetes,Phase I,Terminated,MedLife Corp,Global
CT-000597,MOLLC1,Type 2 Diabetes,Phase I,Suspended,Sunrise Therapeutics,Australia
CT-000598,MOLCKD1,Hypertension,Phase III,Recruiting,PrimeCare,EU
CT-000599,MOLP1,Breast Cancer,Phase I,Completed,Sunrise Therapeutics,Global
CT-000600,MOLCKD2,Psoriasis,Phase IV,Suspended,MedLife Corp,Canada
CT-000601,MOLCKD2,Breast Cancer,Phase IV,Completed,NovaCure,Global
CT-000602,MOLO3,Asthma,Phase I,Completed,OncoGenix,China
CT-000603,MOLC,Respiratory,Phase III,Active,XYZ Pharma,Global
CT-000604,MOLP2,Hypertension,Phase II,Suspended,Sunrise Therapeutics,India
CT-000605,MOLH1,Lung Cancer,Phase I,Terminated,OncoGenix,Brazil
CT-000606,MOLCKD2,COPD,Phase II,Terminated,Sunrise Therapeutics,Canada
CT-000607,MOLO2,COPD,Phase II,Suspended,ABC Pharma,Canada
CT-000608,MOLBC3,Chronic Kidney Disease,Phase II,Terminated,ABC Pharma,China
CT-000609,MOLM3,Rheumatoid Arthritis,Phase II,Completed,Sunrise Therapeutics,Brazil
CT-000610,MOLP3,Respiratory,Phase II,Terminated,OncoGenix,US
CT-000611,MOLRA3,Asthma,Phase II,Active,OncoGenix,Australia
CT-000612,MOLD3,Migraine,Phase I,Completed,GlobalBio,Australia
CT-000613,MOLLC3,Hypertension,Phase I,Completed,GlobalBio,Japan
CT-000614,MOLP3,Osteoporosis,Phase II,Active,Sunrise Therapeutics,Global
CT-000615,MOLR1,Osteoporosis,Phase I,Recruiting,ABC Pharma,Australia
CT-000616,MOLP3,Heart Failure,Phase IV,Active,Sunrise Therapeutics,Brazil
CT-000617,MOLBC2,Osteoporosis,Phase IV,Active,GlobalBio,Australia
CT-000618,MOLCKD3,Inflammatory Bowel Disease,Phase I,Terminated,ABC Pharma,Australia
CT-000619,MOLO2,Hypertension,Phase III,Recruiting,GlobalBio,US
CT-000620,MOL2,Rheumatoid Arthritis,Phase I,Recruiting,OncoGenix,EU
CT-000621,MOLM3,Psoriasis,Phase IV,Terminated,Sunrise Therapeutics,EU
CT-000622,MOLR1,Breast Cancer,Phase III,Active,PrimeCare,Canada
CT-000623,MOLBC3,Inflammatory Bowel Disease,Phase IV,Suspended,OncoGenix,Australia
CT-000624,MOLDEP2,Depression,Phase II,Terminated,MedLife Corp,EU
CT-000625,MOLLC1,Heart Failure,Phase III,Suspended,GlobalBio,Australia
CT-000626,MOLR1,Respiratory,Phase I,Suspended,GlobalBio,China
CT-000627,MOLM2,Inflammatory Bowel Disease,Phase IV,Terminated,GlobalBio,China
CT-000628,MOLA,Chronic Kidney Disease,Phase IV,Completed,MedLife Corp,India
CT-000629,MOLD1,Asthma,Phase II,Suspended,XYZ Pharma,US
CT-000630,MOLA,Asthma,Phase II,Recruiting,NovaCure,Japan
CT-000631,MOLRA2,Inflammatory Bowel Disease,Phase IV,Terminated,ABC Pharma,US
CT-000632,MOLP2,Type 2 Diabetes,Phase IV,Active,ABC Pharma,EU
CT-000633,MOLDEP3,Lung Cancer,Phase II,Active,PrimeCare,Global
CT-000634,MOLR1,Respiratory,Phase III,Completed,GlobalBio,Brazil
CT-000635,MOLA,Psoriasis,Phase I,Terminated,XYZ Pharma,EU
CT-000636,MOLIBD1,Type 2 Diabetes,Phase III,Recruiting,OncoGenix,US
CT-000637,MOLHF1,Migraine,Phase III,Terminated,PrimeCare,Global
CT-000638,MOLR2,Inflammatory Bowel Disease,Phase II,Completed,Sunrise Therapeutics,India
CT-000639,MOLIBD3,Breast Cancer,Phase I,Completed,OncoGenix,EU
CT-000640,MOLHF2,Hypertension,Phase III,Terminated,GlobalBio,India
CT-000641,MOLIBD3,Chronic Kidney Disease,Phase II,Active,NovaCure,Japan
CT-000642,MOLHF1,COPD,Phase I,Terminated,MedLife Corp,EU
CT-000643,MOLBC3,COPD,Phase III,Recruiting,OncoGenix,Japan
CT-000644,MOLO3,Psoriasis,Phase I,Completed,PrimeCare,US
CT-000645,MOLBC1,Hypertension,Phase II,Recruiting,Sunrise Therapeutics,Australia
CT-000646,MOLO3,Heart Failure,Phase I,Suspended,MedLife Corp,Brazil
CT-000647,MOLLC1,Asthma,Phase IV,Recruiting,ABC Pharma,EU
CT-000648,MOLLC2,Chronic Kidney Disease,Phase III,Recruiting,PrimeCare,US
CT-000649,MOLRA2,Inflammatory Bowel Disease,Phase I,Recruiting,Sunrise Therapeutics,Japan
CT-000650,MOLM2,Depression,Phase III,Recruiting,NovaCure,Japan
CT-000651,MOLCKD3,Inflammatory Bowel Disease,Phase III,Suspended,PrimeCare,India
CT-000652,MOLD3,Migraine,Phase I,Terminated,OncoGenix,China
CT-000653,MOLH3,Hypertension,Phase I,Suspended,NovaCure,Brazil
CT-000654,MOLRA2,Hypertension,Phase III,Active,Sunrise Therapeutics,US
CT-000655,MOLP2,Type 2 Diabetes,Phase I,Active,OncoGenix,Japan
CT-000656,MOLO2,COPD,Phase III,Completed,GlobalBio,EU
CT-000657,MOLLC3,Respiratory,Phase III,Active,XYZ Pharma,Japan
CT-000658,MOLCKD2,Hypertension,Phase I,Suspended,OncoGenix,India
CT-000659,MOLLC2,Migraine,Phase IV,Active,GlobalBio,India
CT-000660,MOLCKD3,Breast Cancer,Phase IV,Completed,ABC Pharma,India
CT-000661,MOLO1,Asthma,Phase III,Suspended,XYZ Pharma,Japan
CT-000662,MOLIBD3,Inflammatory Bowel Disease,Phase II,Suspended,NovaCure,Australia
CT-000663,MOLHF2,Asthma,Phase IV,Terminated,GlobalBio,India
CT-000664,MOLIBD1,Lung Cancer,Phase I,Recruiting,PrimeCare,Brazil
CT-000665,MOLHF3,Migraine,Phase I,Completed,ABC Pharma,Japan
CT-000666,MOLIBD3,Rheumatoid Arthritis,Phase I,Completed,NovaCure,US
CT-000667,MOLLC2,Heart Failure,Phase II,Recruiting,MedLife Corp,Brazil
CT-000668,MOLHF2,Hypertension,Phase I,Active,OncoGenix,India
