molecule,indication,country,year,sales_usd_mn,cagr_5y,competitors,patient_burden_index
MOLBC1,Osteoporosis,India,2023,899.28,8.54,15,0.8
MOLY,Chronic Kidney Disease,Australia,2016,48.59,10.55,14,0.31
MOLP2,Migraine,Australia,2017,63.17,-0.82,22,0.47
MOLRA1,Breast Cancer,Canada,2019,783.84,13.9,9,0.62
MOLLC3,Migraine,Japan,2020,58.99,-2.78,6,0.92
MOLD2,Hypertension,Canada,2024,933.42,-3.27,10,0.57
MOLA,Type 2 Diabetes,Australia,2015,61.37,10.76,4,0.9
MOLP2,Depression,Australia,2022,800.85,6.59,21,0.64
MOLBC2,Breast Cancer,Canada,2022,599.32,11.7,21,0.45
MOLDEP3,Chronic Kidney Disease,China,2022,196.06,10.74,18,0.77
MOLA,Hypertension,EU,2015,24.08,13.45,22,0.77
MOLHF1,Chronic Kidney Disease,US,2016,547.38,15.96,16,0.47
MOLH3,Asthma,US,2017,865.92,13.71,18,0.88
MOLRA3,Osteoporosis,US,2022,58.19,8.47,12,0.92
MOLDEP2,Type 2 Diabetes,China,2019,344.45,15.95,24,0.58
MOLM2,Respiratory,US,2017,381.46,3.08,14,0.4
MOLO2,Type 2 Diabetes,Japan,2021,527.4,2.49,15,0.38
MOLO1,Breast Cancer,Australia,2023,585.78,19.47,21,0.98
MOLX,COPD,EU,2017,346.9,4.51,11,0.41
MOLIBD3,Psoriasis,EU,2015,712.21,7.59,20,0.92
MOLLC1,Asthma,EU,2022,523.82,-3.32,9,0.92
MOLCKD3,COPD,India,2020,131.15,-1.82,17,0.62
MOLCKD1,Asthma,Canada,2015,706.21,4.25,7,0.73
MOLIBD1,COPD,Canada,2015,150.71,10.7,6,0.61
MOLIBD1,Osteoporosis,Australia,2017,633.48,6.94,19,0.98
MOLR2,Inflammatory Bowel Disease,Japan,2016,288.79,10.49,6,0.55
MOLBC2,Heart Failure,Brazil,2017,476.77,13.29,1,0.7
MOLC,Osteoporosis,US,2018,370.53,9.03,21,0.53
MOLLC3,Inflammatory Bowel Disease,US,2020,75.32,9.71,13,0.64
MOLP1,Heart Failure,Australia,2021,106.24,7.21,19,0.73
MOLO1,Migraine,China,2016,651.88,3.17,15,0.35
MOLCKD3,COPD,Global,2017,269.51,10.98,18,0.35
MOLO3,Lung Cancer,Australia,2018,644.13,15.82,22,0.54
MOLD1,Inflammatory Bowel Disease,Japan,2022,510.11,1.88,22,0.99
MOLDEP1,Lung Cancer,China,2017,836.23,5.48,23,0.33
MOLP1,Respiratory,Japan,2023,194.93,10.49,15,0.87
MOLR1,Breast Cancer,India,2017,66.32,-1.14,3,0.42
MOLCKD3,Lung Cancer,India,2015,780.04,4.93,19,0.45
MOLD3,Asthma,Global,2019,66.75,19.77,11,0.89
MOLH1,Respiratory,China,2015,853.32,8.21,9,0.91
MOLR1,Chronic Kidney Disease,Australia,2017,923.05,3.59,18,0.42
MOLM2,Lung Cancer,Japan,2015,542.51,1.56,1,0.27
MOLRA1,Asthma,Australia,2017,685.57,15.56,3,0.37
MOLP3,Chronic Kidney Disease,India,2021,427.67,6.25,14,0.87
MOLD2,Asthma,US,2016,626.98,-4.95,19,0.3
MOLRA1,Type 2 Diabetes,Brazil,2021,815.38,9.35,4,0.91
MOLIBD1,Respiratory,Japan,2017,565.22,0.29,8,0.4
MOLRA1,Hypertension,Japan,2019,510.21,17.69,17,0.73
MOLD2,Hypertension,China,2022,300.99,19.42,20,0.54
MOLC,Respiratory,EU,2021,840.08,19.1,16,0.54
MOLBC1,Depression,Brazil,2024,548.01,-1.86,4,0.98
MOLCKD3,Psoriasis,India,2017,808.44,11.91,14,0.87
MOLIBD2,Migraine,Brazil,2017,490.72,17.39,22,0.27
MOLR2,Respiratory,EU,2016,74.99,14.51,18,0.96
MOLD3,Type 2 Diabetes,India,2023,572.43,1.46,9,0.43
MOLM3,Migraine,China,2016,668.53,14.75,11,0.36
MOLR2,Asthma,China,2021,423.83,-2.39,11,0.7
MOLD2,Inflammatory Bowel Disease,Australia,2022,505.13,14.54,4,0.85
MOLO3,Inflammatory Bowel Disease,Brazil,2017,323.27,10.19,11,0.58
MOLR1,Osteoporosis,EU,2024,814.28,11.94,14,0.82
MOLR2,Rheumatoid Arthritis,China,2022,767.78,7.66,17,0.51
MOLBC1,Osteoporosis,Australia,2016,609.97,13.91,17,0.98
MOLDEP3,Psoriasis,Brazil,2024,861.72,14.06,17,0.26
MOLHF1,Chronic Kidney Disease,EU,2018,607.38,0.03,19,0.79
MOLO2,Lung Cancer,Brazil,2018,962.84,11.81,23,0.37
MOLR2,Depression,Brazil,2021,826.8,-4.62,1,0.54
MOLA,Heart Failure,Brazil,2019,446.87,6.23,24,0.78
MOLH1,Rheumatoid Arthritis,EU,2019,921.87,-3.4,19,0.21
MOLH1,Chronic Kidney Disease,Brazil,2022,249.47,3.25,3,0.33
MOLD1,Rheumatoid Arthritis,EU,2017,436.07,14.16,2,0.75
MOLHF2,Hypertension,India,2018,911.7,11.71,10,0.46
MOLH3,COPD,India,2020,142.87,-1.72,10,0.28
MOLCKD3,Respiratory,Canada,2018,151.55,5.59,9,0.67
MOLRA3,Psoriasis,India,2015,439.31,-2.56,2,0.25
MOLH1,Inflammatory Bowel Disease,India,2018,173.98,13.67,10,0.96
MOLLC3,Type 2 Diabetes,US,2024,904.91,19.53,5,0.96
MOLCKD3,Inflammatory Bowel Disease,Australia,2015,755.92,-3.28,4,0.56
MOLLC1,Psoriasis,EU,2024,240.61,8.16,16,0.48
MOLC,Depression,Brazil,2020,156.53,9.31,17,0.53
MOLR2,Lung Cancer,Canada,2017,774.91,17.51,20,0.74
MOLD2,Hypertension,Japan,2019,437.83,4.39,2,0.8
MOLLC3,Lung Cancer,Australia,2019,868.11,9.23,24,0.36
MOLM3,Breast Cancer,Global,2016,236.1,14.45,23,0.76
MOLO3,Hypertension,India,2019,873.91,-0.4,13,0.4
MOLHF3,Osteoporosis,US,2023,820.53,8.07,14,0.89
MOLDEP1,Migraine,Brazil,2021,557.27,17.6,10,0.76
MOLP1,Rheumatoid Arthritis,India,2016,136.31,-3.7,6,0.49
MOLY,Hypertension,Australia,2019,245.95,6.31,3,0.88
MOLLC3,Chronic Kidney Disease,Canada,2024,575.74,2.68,18,0.75
MOLCKD3,COPD,Brazil,2021,116.62,1.02,14,0.96
MOL1,Respiratory,India,2019,101.7,8.75,20,0.41
MOLLC3,Migraine,Australia,2024,251.82,19.39,6,0.83
MOLIBD1,Type 2 Diabetes,EU,2015,178.63,-4.3,12,0.44
MOLR3,Respiratory,Brazil,2020,107.61,18.21,14,0.77
MOLRA3,Rheumatoid Arthritis,Japan,2020,632.79,10.14,15,0.76
MOLHF3,Inflammatory Bowel Disease,Brazil,2021,722.69,0.34,16,0.8
MOLD2,Lung Cancer,US,2022,992.85,17.4,19,0.6
MOLO2,Respiratory,US,2023,969.56,9.7,3,0.62
MOLCKD1,Migraine,Australia,2019,580.61,14.15,22,0.36
MOLDEP3,Respiratory,Brazil,2016,472.14,5.64,20,0.58
MOLO1,Type 2 Diabetes,EU,2021,947.84,6.55,1,0.39
MOLP1,COPD,Australia,2016,510.43,-1.42,2,0.28
MOLRA2,Lung Cancer,China,2024,439.97,-3.42,5,0.86
MOL1,Asthma,Brazil,2016,73.97,19.21,19,0.39
MOLO3,Rheumatoid Arthritis,China,2015,62.32,14.77,16,0.77
MOL2,Lung Cancer,India,2016,549.32,15.95,1,0.92
MOLDEP1,Inflammatory Bowel Disease,Australia,2015,898.16,19.29,8,0.87
MOLIBD2,Heart Failure,Brazil,2022,666.05,9.53,5,0.97
MOLDEP3,Chronic Kidney Disease,Brazil,2022,357.74,-0.14,14,0.82
MOLM1,Respiratory,Global,2015,189.52,1.98,22,0.3
MOLP3,Breast Cancer,Global,2017,749.94,-4.95,8,0.43
MOL2,Asthma,Global,2024,540.44,14.18,8,0.53
MOLC,Migraine,EU,2023,606.87,-1.39,4,0.58
MOLO3,Lung Cancer,Australia,2018,215.13,2.84,10,0.78
MOLH1,Depression,Australia,2015,69.55,-4.61,15,0.61
MOLD2,Hypertension,Brazil,2020,976.05,-3.71,4,0.83
MOLHF1,Heart Failure,EU,2019,792.15,16.84,8,0.67
MOLIBD1,Chronic Kidney Disease,Japan,2015,970.93,0.77,1,0.81
MOLIBD2,Depression,Brazil,2024,471.05,6.22,20,0.33
MOLR1,Inflammatory Bowel Disease,Global,2017,22.6,8.2,13,0.93
MOLCKD2,Chronic Kidney Disease,EU,2019,625.05,18.01,4,0.41
MOLH3,Psoriasis,Brazil,2021,276.16,8.69,5,0.39
MOLH1,Respiratory,US,2019,79.72,16.97,10,0.43
MOLCKD2,Migraine,Japan,2015,214.48,-1.11,8,0.35
MOLM1,COPD,Canada,2020,233.36,0.46,13,0.39
MOLHF2,Rheumatoid Arthritis,US,2022,949.69,-3.64,9,0.22
MOLR3,Heart Failure,India,2023,302.02,-3.39,7,0.81
MOLBC1,Inflammatory Bowel Disease,Australia,2020,901.65,9.91,10,0.58
MOLR1,Chronic Kidney Disease,Australia,2016,192.35,4.87,9,0.63
MOLBC2,Respiratory,Global,2018,24.43,9.91,11,0.32
MOLRA3,Osteoporosis,US,2020,632.71,10.46,3,0.33
MOLHF2,Migraine,Japan,2017,327.09,-4.92,11,0.41
MOLY,Depression,Canada,2019,827.6,13.23,18,0.67
MOLIBD2,Chronic Kidney Disease,Brazil,2018,67.07,1.17,5,0.46
MOLA,Asthma,EU,2023,254.29,19.38,13,0.92
MOLRA1,Rheumatoid Arthritis,Japan,2015,571.53,6.18,15,0.69
MOLBC2,Breast Cancer,Japan,2016,993.7,-2.2,10,0.26
MOLD3,Lung Cancer,Brazil,2015,687.5,17.49,13,0.49
MOLD1,Lung Cancer,US,2021,418.79,-2.05,3,0.76
MOLO3,Chronic Kidney Disease,EU,2018,851.59,-0.87,23,0.76
MOLRA2,Migraine,Global,2017,420.6,-2.61,3,0.75
MOLIBD1,Hypertension,Australia,2015,857.18,19.46,18,0.92
MOLRA1,Psoriasis,Canada,2015,643.84,-0.9,14,0.29
MOLRA2,Migraine,Australia,2017,137.66,12.88,8,0.54
MOLC,Rheumatoid Arthritis,China,2024,156.16,19.09,16,0.69
MOLRA1,Rheumatoid Arthritis,EU,2024,425.69,15.31,16,0.58
MOLDEP2,Hypertension,Japan,2020,962.2,19.39,7,0.48
MOLRA2,Type 2 Diabetes,Global,2018,698.04,13.84,11,0.25
MOLRA3,Lung Cancer,Canada,2017,41.58,-4.16,7,0.56
MOLH2,Type 2 Diabetes,India,2017,531.16,7.88,22,0.64
MOLDEP3,Type 2 Diabetes,US,2020,835.38,11.79,21,0.85
MOLX,Psoriasis,Australia,2023,540.62,-4.88,12,0.29
MOLDEP1,Respiratory,Global,2020,952.09,10.08,23,0.22
MOLRA2,Type 2 Diabetes,Brazil,2015,201.91,10.73,21,0.7
MOLRA3,Osteoporosis,Canada,2015,416.56,9.3,5,0.47
MOLP1,Lung Cancer,Global,2017,164.37,10.41,19,0.52
MOLLC3,Psoriasis,India,2020,760.41,17.56,2,0.6
MOLDEP1,Osteoporosis,EU,2017,977.75,3.12,20,0.47
MOLIBD2,Hypertension,EU,2024,135.11,11.88,3,0.75
MOLP2,Breast Cancer,Brazil,2017,708.65,-0.36,20,0.83
MOLLC2,Depression,US,2024,144.78,3.59,20,0.76
MOL2,Depression,Global,2022,475.44,13.9,1,0.38
MOLLC3,Type 2 Diabetes,Japan,2016,186.04,-2.17,7,0.43
MOLCKD2,Asthma,Japan,2020,573.13,14.12,18,0.2
MOLIBD3,Hypertension,Japan,2016,35.98,8.72,1,0.97
MOLX,Asthma,Australia,2024,684.14,12.91,4,0.58
MOLDEP3,Migraine,Japan,2018,594.38,14.93,21,0.48
MOLLC1,Chronic Kidney Disease,Australia,2019,394.08,3.81,22,0.28
MOLO3,Asthma,Canada,2021,811.63,10.28,2,0.54
MOLM2,Hypertension,Brazil,2015,88.99,-0.92,14,0.27
MOLD3,Asthma,Canada,2018,324.25,-4.4,6,0.48
MOLBC1,Depression,Brazil,2017,297.17,17.79,2,0.46
MOLP1,Osteoporosis,Brazil,2018,576.86,4.25,11,0.75
MOLHF1,Psoriasis,China,2018,211.1,5.91,1,0.73
MOLCKD3,Depression,EU,2023,792.48,2.34,17,0.81
MOLDEP2,Hypertension,Global,2022,161.3,9.16,23,0.78
MOLLC3,Breast Cancer,India,2022,975.17,12.15,7,0.85
MOLIBD1,Chronic Kidney Disease,US,2022,430.81,-0.19,9,0.73
MOLH1,Inflammatory Bowel Disease,US,2016,899.87,4.22,10,0.59
MOLLC3,Type 2 Diabetes,Global,2019,97.01,5.14,18,0.87
MOLCKD3,Migraine,Japan,2018,897.15,10.92,1,0.47
MOLR1,Heart Failure,Canada,2022,654.08,4.35,13,0.54
MOLLC1,Inflammatory Bowel Disease,Global,2020,941.4,14.88,8,0.62
MOLBC3,Inflammatory Bowel Disease,China,2020,611.24,19.07,23,0.23
MOLX,Hypertension,US,2022,83.1,9.82,23,0.76
MOLBC1,Psoriasis,India,2018,941.19,-0.18,4,0.89
MOLO2,Respiratory,US,2019,201.77,11.58,7,0.31
MOLO1,Respiratory,US,2018,737.33,4.91,2,0.33
MOLDEP1,Chronic Kidney Disease,US,2022,247.36,-2.53,20,0.87
MOLA,Asthma,India,2019,904.17,7.34,16,0.59
MOLX,Breast Cancer,US,2017,161.78,9.62,6,0.28
MOLC,Lung Cancer,Australia,2017,167.51,17.62,3,0.91
MOLX,Lung Cancer,Australia,2016,61.25,-3.43,9,0.87
MOLH3,Breast Cancer,Japan,2021,116.5,8.9,3,0.53
MOLRA1,Respiratory,EU,2023,542.39,19.79,12,0.27
MOLH1,Respiratory,Australia,2015,314.05,-2.93,12,0.54
MOLCKD1,Inflammatory Bowel Disease,Japan,2020,720.8,9.24,23,0.52
MOLO2,Heart Failure,India,2024,923.44,13.0,13,0.66
MOLIBD3,Type 2 Diabetes,Canada,2020,35.74,1.25,3,0.24
MOLDEP1,Asthma,China,2019,54.04,9.77,21,0.58
MOLR2,Osteoporosis,Japan,2020,89.64,-4.16,10,0.7
MOLDEP1,Inflammatory Bowel Disease,Canada,2022,825.33,1.89,7,0.98
MOLO2,Migraine,Brazil,2016,23.2,4.1,20,0.59
MOLD2,Psoriasis,Japan,2020,791.37,2.91,14,0.57
MOLRA3,Asthma,Canada,2019,375.46,8.71,7,0.34
MOLA,Breast Cancer,Japan,2016,115.97,17.25,10,0.59
MOLD3,Inflammatory Bowel Disease,Japan,2016,543.25,5.78,23,0.77
MOLY,Inflammatory Bowel Disease,Japan,2017,540.22,16.15,20,0.85
MOLM1,Respiratory,Japan,2018,395.56,11.96,21,0.38
MOLM1,Heart Failure,China,2023,727.86,19.17,10,0.33
MOLHF1,Osteoporosis,Japan,2020,643.52,4.3,2,0.94
MOLO1,Asthma,Brazil,2016,814.19,5.87,4,0.9
MOLRA2,Psoriasis,China,2019,874.76,8.13,2,0.56
MOLR3,Osteoporosis,Global,2016,750.23,8.7,10,0.38
MOLO1,Inflammatory Bowel Disease,Japan,2022,480.26,19.79,7,0.21
MOLIBD3,COPD,Brazil,2024,290.76,4.27,24,0.5
MOLR2,Depression,Japan,2018,788.18,8.86,19,0.95
MOLR2,Inflammatory Bowel Disease,Australia,2017,602.91,17.28,9,0.81
MOLBC1,Rheumatoid Arthritis,Australia,2019,282.39,14.42,11,0.72
MOLP2,Lung Cancer,Brazil,2015,913.02,8.14,22,0.83
MOLH1,Asthma,Japan,2022,383.77,-2.81,4,0.76
MOLBC2,Osteoporosis,Brazil,2015,216.97,5.26,8,0.83
MOLH2,Type 2 Diabetes,Brazil,2018,247.06,-4.38,10,0.39
MOLIBD1,Asthma,US,2024,945.53,6.87,17,0.41
MOLIBD2,Asthma,EU,2022,176.2,2.62,9,0.49
MOLH1,Migraine,Australia,2015,134.19,1.26,5,0.54
MOLA,Inflammatory Bowel Disease,EU,2018,814.5,-0.44,19,0.65
MOLR3,Breast Cancer,US,2022,682.53,15.53,1,0.21
MOLDEP2,Breast Cancer,Australia,2019,181.91,-1.69,21,0.94
MOLM2,Depression,Brazil,2017,213.73,6.21,9,0.47
MOLM2,Lung Cancer,Australia,2021,627.02,0.08,2,0.3
MOLO2,Osteoporosis,Australia,2024,504.82,-4.46,10,0.63
MOLRA2,Rheumatoid Arthritis,Global,2017,482.95,9.08,2,0.71
MOLHF3,COPD,Japan,2015,672.47,14.56,18,0.75
MOLHF2,Type 2 Diabetes,EU,2017,912.89,-3.37,20,0.74
MOLHF2,Chronic Kidney Disease,Global,2023,332.09,17.3,1,0.58
MOLIBD2,Respiratory,Brazil,2023,426.33,9.59,4,0.84
MOL2,Inflammatory Bowel Disease,US,2023,304.03,17.3,9,0.53
MOLP1,Rheumatoid Arthritis,India,2024,306.82,16.74,9,0.95
MOLO1,Depression,Australia,2021,417.15,6.53,13,0.98
MOLD1,Respiratory,US,2020,987.06,5.05,18,0.67
MOLLC2,Type 2 Diabetes,EU,2022,709.94,6.67,12,0.42
MOLM2,Chronic Kidney Disease,Canada,2020,396.01,1.44,6,0.97
MOLLC2,Asthma,Canada,2020,76.69,2.01,4,0.41
MOLH3,COPD,China,2021,448.9,16.99,13,0.85
MOLP2,Breast Cancer,Canada,2021,239.96,4.58,7,0.7
MOLLC2,Migraine,EU,2024,108.72,-0.94,18,0.3
MOLO1,Osteoporosis,EU,2015,21.72,16.94,19,0.29
MOLC,Migraine,China,2020,861.03,4.2,14,0.54
MOLCKD2,Psoriasis,China,2024,689.42,1.85,20,0.73
MOLO2,Migraine,Japan,2019,215.35,10.7,2,0.83
MOLRA3,Heart Failure,EU,2018,417.42,-2.84,23,0.98
MOLH3,COPD,US,2021,139.6,-4.55,2,0.55
MOLLC2,Chronic Kidney Disease,Global,2022,760.18,16.24,20,0.75
MOLLC1,Rheumatoid Arthritis,Canada,2022,121.79,5.36,21,0.66
MOLLC3,Rheumatoid Arthritis,Canada,2024,659.85,18.92,9,0.43
MOLRA1,Lung Cancer,Global,2022,327.74,13.15,8,0.89
MOLO2,Breast Cancer,India,2020,497.24,0.09,11,0.87
MOLHF1,Rheumatoid Arthritis,Brazil,2015,578.33,-2.01,2,0.6
MOLDEP1,Asthma,EU,2016,215.42,-3.2,3,0.92
MOLLC3,Hypertension,US,2018,490.88,10.19,21,0.85
MOLH1,COPD,Brazil,2020,601.68,15.67,15,0.51
MOLLC2,Depression,Brazil,2023,336.31,8.64,8,0.36
MOLHF1,Breast Cancer,Global,2019,549.82,-3.02,6,0.42
MOLRA2,Depression,US,2017,551.5,2.61,19,0.63
MOL2,Rheumatoid Arthritis,Australia,2024,864.94,12.96,12,0.97
MOLIBD3,Depression,Australia,2021,923.53,-0.62,10,0.35
MOLBC2,Asthma,Brazil,2019,173.61,6.94,6,0.84
MOLM2,Breast Cancer,Canada,2020,879.02,14.3,11,0.79
MOLA,Lung Cancer,EU,2022,665.18,16.33,2,0.21
MOLD1,Lung Cancer,Brazil,2019,478.93,13.13,15,0.65
MOLD1,Migraine,Japan,2024,798.78,10.39,12,0.92
MOLD2,Heart Failure,Japan,2020,633.12,-0.08,14,0.8
MOLHF1,Hypertension,EU,2016,369.88,-0.02,3,0.9
MOLO2,Chronic Kidney Disease,India,2019,158.57,-3.0,19,0.37
MOLHF1,Heart Failure,China,2017,138.74,19.63,11,0.77
MOLH3,COPD,Canada,2016,346.39,16.88,3,0.26
MOLLC1,Lung Cancer,Brazil,2019,342.18,11.93,7,0.44
MOLRA1,Asthma,Brazil,2015,65.81,12.38,22,0.68
MOLP2,Breast Cancer,US,2020,428.32,16.41,3,0.22
MOLH2,Psoriasis,Brazil,2023,821.65,3.81,1,0.82
MOLM3,COPD,Japan,2019,860.18,6.74,23,0.28
MOLCKD1,Osteoporosis,Japan,2019,248.79,-3.68,13,0.51
MOLRA2,Chronic Kidney Disease,Japan,2017,745.68,17.17,24,0.55
MOLC,Type 2 Diabetes,US,2015,967.68,19.02,1,0.21
MOLM3,Osteoporosis,Canada,2022,823.53,16.01,2,0.72
MOL2,Asthma,India,2015,373.29,16.24,5,0.27
MOLHF1,Heart Failure,Brazil,2018,912.52,4.64,10,0.25
MOLX,Rheumatoid Arthritis,Canada,2015,355.43,15.99,19,0.45
MOLO2,Heart Failure,Global,2015,90.06,2.23,11,0.39
MOLLC1,Depression,Japan,2020,214.52,-0.61,17,0.37
MOLHF3,Breast Cancer,Brazil,2024,233.64,17.88,3,0.28
MOLRA1,Breast Cancer,Global,2020,44.54,12.68,18,0.76
MOLP2,Osteoporosis,EU,2015,29.79,12.15,13,0.28
MOLO2,Breast Cancer,India,2015,699.18,10.92,7,0.7
MOLLC3,Rheumatoid Arthritis,US,2019,837.5,12.84,23,0.3
MOLR1,Asthma,Australia,2018,572.71,-3.32,19,0.53
MOLRA3,Rheumatoid Arthritis,Australia,2020,801.81,6.16,2,0.57
MOLR3,Inflammatory Bowel Disease,India,2022,446.34,15.91,3,0.59
MOLCKD1,Psoriasis,India,2021,996.52,7.02,12,0.31
MOL1,Depression,Global,2022,461.11,2.91,21,0.67
MOLO3,Inflammatory Bowel Disease,India,2016,621.71,2.39,7,0.25
MOLP3,COPD,China,2021,582.99,13.97,21,0.82
MOLX,Heart Failure,Japan,2017,529.22,8.96,3,0.95
MOLBC2,Inflammatory Bowel Disease,Global,2022,390.82,11.27,21,0.67
MOLM3,Lung Cancer,US,2018,397.94,15.46,11,0.37
MOLLC3,Lung Cancer,Global,2023,616.58,11.18,24,0.78
MOLP3,Depression,Global,2018,847.51,-3.86,22,0.56
MOLCKD1,Migraine,US,2019,828.23,3.41,7,0.63
MOLD2,Depression,US,2023,422.66,1.08,10,0.23
MOLO1,Psoriasis,Canada,2018,620.06,13.83,14,0.52
MOLH3,Hypertension,China,2023,23.17,1.66,7,0.51
MOLM1,Respiratory,US,2022,974.48,8.63,16,0.26
MOLCKD3,Osteoporosis,China,2022,176.23,10.09,14,0.88
MOLH2,Lung Cancer,Global,2016,803.32,11.52,8,0.75
MOLD2,Respiratory,China,2019,767.1,8.65,17,0.91
MOLBC1,Psoriasis,Australia,2017,291.62,-2.39,12,0.3
MOLLC1,Type 2 Diabetes,Canada,2019,837.85,3.54,24,0.32
MOLR2,Psoriasis,Canada,2021,542.36,16.57,10,0.97
MOLD1,Depression,Canada,2015,515.75,11.52,22,0.43
MOLH3,Chronic Kidney Disease,Brazil,2018,116.92,1.91,14,0.93
MOLDEP1,Inflammatory Bowel Disease,Australia,2020,801.25,1.57,7,0.85
MOLLC3,Migraine,India,2022,656.28,-2.39,7,0.4
MOLHF3,Asthma,Brazil,2023,90.6,16.68,16,0.92
MOLBC2,Rheumatoid Arthritis,Canada,2016,259.2,16.25,18,0.73
MOLBC3,Psoriasis,India,2023,190.49,5.3,23,0.73
MOLH2,Migraine,China,2019,353.6,-1.3,11,0.85
MOL1,Type 2 Diabetes,Global,2023,588.67,4.5,3,0.44
MOLIBD1,Psoriasis,EU,2022,655.42,14.53,12,0.77
MOLCKD2,Migraine,Canada,2024,869.94,4.21,18,0.68
MOLHF2,Asthma,China,2015,450.14,12.39,16,0.29
MOLO2,Depression,Brazil,2018,898.75,9.79,17,0.72
MOLH3,Asthma,US,2018,688.77,12.17,18,0.51
MOLBC2,COPD,Japan,2022,946.87,13.74,16,0.5
MOLM2,Psoriasis,US,2019,980.69,14.23,17,0.71
MOLC,Osteoporosis,China,2022,807.85,19.7,15,0.8
MOLBC2,Lung Cancer,Brazil,2023,737.94,19.45,10,0.56
MOLM3,Chronic Kidney Disease,EU,2017,852.62,3.8,8,0.87
MOLR2,Respiratory,China,2016,347.52,19.38,16,0.85
MOLH1,Chronic Kidney Disease,Japan,2018,796.86,13.2,1,0.46
MOLHF1,Osteoporosis,EU,2021,333.99,9.36,9,0.88
MOLD1,Asthma,US,2022,695.25,14.93,24,0.49
MOLIBD2,Type 2 Diabetes,India,2020,590.09,9.63,5,0.21
MOLCKD2,Depression,Canada,2017,106.52,-1.27,10,0.39
MOLRA3,Migraine,Global,2022,133.44,3.7,8,0.7
MOLD2,Heart Failure,India,2024,541.43,5.14,1,0.88
MOLX,Depression,Canada,2023,815.88,14.24,6,0.97
MOL2,Migraine,Brazil,2020,640.82,12.91,2,0.83
MOLBC1,Osteoporosis,India,2018,433.28,12.16,22,0.51
MOLR2,COPD,Canada,2018,375.34,0.28,8,0.96
MOL1,Inflammatory Bowel Disease,Global,2022,673.47,9.98,22,0.22
MOLHF1,Lung Cancer,India,2015,409.93,10.8,5,0.23
MOLP1,Breast Cancer,US,2021,311.26,17.99,22,0.6
MOLD2,Chronic Kidney Disease,Canada,2023,315.37,12.93,15,0.32
MOLM1,Osteoporosis,India,2023,316.61,8.86,9,0.9
MOLX,Heart Failure,Japan,2020,590.02,6.29,2,0.42
MOLP2,Osteoporosis,Global,2015,605.42,16.08,2,0.99
MOLP3,Respiratory,EU,2023,855.45,15.7,1,0.44
MOLBC2,Migraine,EU,2017,142.6,5.91,8,0.97
MOLO2,Osteoporosis,China,2024,799.89,8.88,20,0.81
MOLO1,Depression,Japan,2018,139.92,8.85,6,0.8
MOLBC2,Inflammatory Bowel Disease,US,2023,464.97,18.74,19,0.51
MOLP2,Respiratory,EU,2023,914.96,17.67,9,0.75
MOLIBD3,Type 2 Diabetes,India,2020,203.93,4.81,12,0.47
MOLIBD2,Respiratory,Brazil,2016,964.34,18.42,18,0.2
MOLD3,COPD,Brazil,2021,678.81,2.81,11,0.87
MOLRA2,Breast Cancer,Australia,2015,362.55,17.53,16,0.41
MOLX,Inflammatory Bowel Disease,Global,2023,543.5,19.57,18,0.98
MOLY,Lung Cancer,EU,2023,580.14,8.33,9,0.62
MOL1,Rheumatoid Arthritis,Brazil,2018,811.2,6.57,5,0.59
MOLC,Migraine,India,2021,898.39,9.81,18,0.48
MOLD1,Type 2 Diabetes,Global,2016,710.54,3.97,16,0.25
MOLIBD1,Osteoporosis,EU,2021,709.45,19.35,1,0.54
MOLDEP3,Psoriasis,Australia,2015,124.82,6.0,2,0.41
MOLO3,Hypertension,Australia,2017,323.74,5.71,8,0.42
MOLO3,Chronic Kidney Disease,Australia,2022,381.79,16.49,12,0.27
MOLBC3,COPD,EU,2021,554.01,-4.94,24,0.87
MOLD3,COPD,India,2024,710.66,3.1,3,0.5
MOLIBD3,Asthma,Australia,2019,665.5,16.54,11,0.22
MOLR2,Heart Failure,Japan,2015,519.65,11.12,23,0.27
MOLC,COPD,India,2022,853.86,15.66,22,0.62
MOLY,Hypertension,Global,2021,653.11,6.99,15,0.85
MOLIBD3,COPD,China,2016,487.49,5.05,12,0.71
MOLR1,COPD,EU,2020,611.23,9.65,2,0.85
MOLCKD2,Breast Cancer,Japan,2016,418.64,3.26,15,0.36
MOLP3,Lung Cancer,EU,2020,836.92,1.36,22,0.2
MOLIBD1,Rheumatoid Arthritis,Australia,2023,596.16,9.58,15,0.65
MOLH3,Type 2 Diabetes,Japan,2023,924.49,6.99,9,0.81
MOLIBD2,Hypertension,EU,2020,317.72,3.17,13,0.87
MOLR2,Osteoporosis,Japan,2015,105.51,9.13,1,0.33
MOLM3,Osteoporosis,Global,2023,882.81,7.27,3,0.38
MOLH1,Chronic Kidney Disease,Canada,2019,64.84,5.42,20,0.68
MOLLC1,Inflammatory Bowel Disease,Global,2019,561.4,16.71,9,0.95
MOLBC2,Migraine,Canada,2020,572.01,6.01,6,0.3
MOLO1,COPD,Canada,2019,191.21,3.28,2,0.82
MOLP3,Type 2 Diabetes,Australia,2020,79.53,-4.85,14,0.53
MOLHF1,Chronic Kidney Disease,Brazil,2021,724.97,15.06,17,0.23
MOLC,Heart Failure,Global,2024,441.64,-1.36,13,0.56
MOLHF2,Hypertension,India,2017,754.65,-4.19,6,0.61
