molecule,formulation,country,year,import_tonnes,export_tonnes
MOLM1,Ointment,Global,2020,141.34,143.21
MOLC,Inhaler,US,2024,171.38,29.8
MOLR1,Ointment,India,2022,59.71,42.21
MOLRA1,Ointment,Global,2017,6.13,7.52
MOLBC3,Capsule,EU,2024,38.68,29.15
MOLLC1,Injection,Australia,2016,118.65,140.28
MOLO3,Injection,EU,2023,158.79,43.59
MOLHF1,Inhaler,Brazil,2021,78.05,92.05
MOLR1,Ointment,Brazil,2020,113.74,48.18
MOLDEP2,Ointment,India,2019,197.91,137.32
MOLH3,Suspension,India,2024,25.2,169.34
MOLHF1,Suspension,Brazil,2018,120.95,12.07
MOLD1,Ointment,Australia,2019,48.26,161.98
MOLH2,Capsule,Canada,2024,74.53,10.26
MOLP3,Tablet,Japan,2016,189.2,196.12
MOLRA1,Patch,Canada,2016,190.76,110.8
MOLLC2,Injection,Australia,2022,151.59,195.95
MOLBC1,Injection,US,2024,176.83,139.06
MOLRA1,Capsule,Australia,2021,32.43,107.67
MOLO1,Suspension,EU,2023,157.63,169.73
MOLLC2,Suspension,Canada,2022,178.75,91.79
MOLR1,Patch,Australia,2017,57.08,76.92
MOLIBD3,API,Australia,2023,19.46,167.64
MOLRA3,Injection,US,2024,2.19,149.61
MOLLC3,Capsule,Global,2022,191.47,91.3
MOLR1,Patch,India,2019,81.48,133.0
MOLR1,Injection,US,2023,111.17,103.99
MOLO1,Capsule,India,2024,190.57,81.05
MOLM1,Injection,US,2023,127.28,10.26
MOLRA3,Patch,Brazil,2017,190.32,71.76
MOLIBD1,Suspension,EU,2024,2.06,108.88
MOLHF2,Ointment,China,2016,188.74,180.79
MOLBC3,Patch,US,2024,186.73,168.37
MOLCKD2,Tablet,Global,2017,101.39,111.07
MOL1,Capsule,Global,2015,102.59,174.24
MOLRA3,Ointment,Brazil,2023,14.28,120.95
MOLCKD3,Ointment,Australia,2022,135.93,40.77
MOLHF1,Tablet,India,2021,152.1,111.93
MOLY,API,Canada,2020,144.58,83.24
MOLM3,Inhaler,Canada,2015,6.88,133.64
MOLHF3,Inhaler,Brazil,2023,26.71,54.85
MOLP1,Suspension,Japan,2016,132.66,62.93
MOLIBD3,Injection,China,2023,80.78,95.56
MOLDEP3,Capsule,Canada,2015,7.86,146.43
MOLD1,Capsule,India,2023,81.44,47.88
MOLCKD2,Suspension,Global,2015,150.7,8.51
MOLM1,Capsule,China,2017,103.46,85.21
MOLD2,API,Brazil,2015,195.57,168.49
MOLP1,Syrup,Global,2015,42.24,14.22
MOLM1,API,China,2020,196.47,146.66
MOLCKD3,Ointment,US,2023,117.55,198.58
MOLR3,Injection,Brazil,2018,114.72,121.2
MOLO2,Syrup,China,2020,135.16,113.46
MOLHF3,Syrup,Global,2023,41.59,107.01
MOLX,Capsule,India,2024,167.83,144.32
MOL2,Patch,India,2015,64.44,184.9
MOLO1,Tablet,EU,2022,143.43,35.44
MOLH3,Capsule,Australia,2022,179.85,11.57
MOLD3,Tablet,Canada,2020,191.62,4.82
MOLCKD2,Capsule,EU,2020,105.38,20.09
MOLO2,API,EU,2024,167.66,147.51
MOLDEP2,Syrup,Global,2018,199.49,169.85
MOLH1,Syrup,China,2017,7.99,68.31
MOLH1,Patch,China,2017,97.49,138.68
MOLIBD1,Injection,Global,2022,181.71,162.73
MOLA,Inhaler,Australia,2021,175.43,69.38
MOLRA1,Syrup,Global,2018,61.27,148.65
MOLD1,Inhaler,China,2019,171.26,86.36
MOLM1,Patch,EU,2016,12.88,113.25
MOLHF1,Tablet,Global,2019,191.96,136.29
MOLDEP1,Syrup,Global,2024,42.71,122.83
MOLH1,Inhaler,US,2021,19.91,78.05
MOLM2,Capsule,US,2016,116.39,113.34
MOLY,Tablet,Australia,2022,163.12,97.01
MOLBC2,Inhaler,US,2015,130.52,87.28
MOLD1,Inhaler,Japan,2015,10.67,78.38
MOLO2,Tablet,US,2021,82.75,165.61
MOLY,Capsule,Global,2022,91.72,63.44
MOLP1,API,India,2018,40.54,91.37
MOLH3,Tablet,Australia,2016,85.98,123.67
MOLIBD1,Syrup,India,2022,191.66,133.51
MOLC,Syrup,India,2016,145.21,92.26
MOLY,Tablet,India,2022,55.23,153.44
MOLX,Syrup,EU,2019,21.4,35.48
MOLC,Suspension,Brazil,2022,169.37,187.98
MOLIBD3,Capsule,US,2023,84.51,178.52
MOLD2,Patch,Global,2015,61.2,52.72
MOLD2,Patch,Australia,2020,122.6,135.18
MOLBC1,Tablet,Global,2021,100.35,16.18
MOLBC2,Inhaler,India,2016,41.44,85.51
MOLD2,Capsule,Canada,2022,189.12,50.18
MOLR2,Inhaler,China,2021,72.32,65.89
MOLRA3,Tablet,US,2019,74.02,22.25
MOL1,Patch,Brazil,2018,41.88,87.91
MOLR2,Capsule,Brazil,2016,36.51,48.13
MOLP3,Patch,Brazil,2017,120.02,125.74
MOLX,Injection,India,2019,50.73,26.51
MOLC,Injection,India,2015,189.89,163.81
MOLRA2,API,Brazil,2016,84.37,65.96
MOLBC2,API,China,2023,121.38,107.4
MOLBC1,Suspension,Global,2021,12.12,39.88
MOLM3,Injection,Global,2019,34.0,187.41
MOLLC3,Ointment,China,2017,101.1,132.33
MOLM3,Patch,US,2019,74.34,147.99
MOLD1,Inhaler,EU,2022,124.67,147.21
MOLM1,Patch,India,2022,13.87,34.46
MOLDEP1,Capsule,Global,2020,127.97,78.65
MOLBC3,Tablet,US,2015,36.93,18.12
MOLC,Patch,India,2016,123.52,59.82
MOLC,Injection,India,2024,77.91,4.44
MOLM1,Injection,Global,2016,45.03,134.56
MOL1,Syrup,Canada,2015,191.12,65.71
MOLBC2,Ointment,China,2015,130.12,41.14
MOLP3,Suspension,Brazil,2017,129.25,10.45
MOLR3,Inhaler,Australia,2021,69.21,151.6
MOLLC3,Tablet,India,2018,59.77,162.39
MOLH3,API,Brazil,2016,173.14,174.67
MOLDEP3,Suspension,India,2017,112.27,76.6
MOLO2,Syrup,India,2022,186.53,74.76
MOLA,Capsule,Global,2019,102.33,90.0
MOLLC3,Ointment,Global,2017,175.96,18.64
MOLM2,Capsule,Canada,2019,173.62,102.14
MOLH2,Injection,Global,2016,85.41,176.91
MOLH1,Patch,EU,2015,165.09,53.25
MOLCKD3,Patch,India,2024,153.14,189.17
MOLHF3,Syrup,Australia,2017,146.14,152.17
MOLO1,API,EU,2020,192.6,104.15
MOLP1,Injection,US,2020,11.82,187.35
MOLX,Tablet,Global,2019,142.96,170.17
MOLM2,Capsule,Global,2024,174.78,172.6
MOLRA3,Suspension,EU,2022,163.63,32.69
MOLDEP3,Injection,India,2021,133.4,176.71
MOLLC2,Syrup,China,2019,9.98,132.89
MOLHF3,Patch,Global,2024,66.87,124.52
MOLHF1,Ointment,US,2021,166.21,32.94
MOLCKD2,Suspension,Canada,2022,38.6,59.95
MOLBC3,Suspension,India,2021,180.44,175.57
MOLO1,Ointment,Brazil,2015,107.21,109.91
MOLLC2,Patch,India,2019,162.2,115.51
MOLIBD2,Suspension,Brazil,2022,117.1,4.17
MOLD3,Suspension,India,2020,127.29,128.12
MOLHF2,API,China,2021,132.81,195.52
MOLP2,Tablet,Australia,2017,162.93,180.81
MOLP1,Capsule,Australia,2019,198.65,139.99
MOLDEP1,Syrup,Canada,2015,194.43,82.07
MOLCKD1,Inhaler,EU,2015,35.46,75.98
MOLD3,Patch,Brazil,2024,150.85,166.16
MOLD2,Capsule,China,2015,1.38,111.28
MOLH2,API,US,2023,15.63,104.41
MOLBC3,Capsule,EU,2016,30.74,165.26
MOLM1,Tablet,Brazil,2017,187.15,148.82
MOLR3,Ointment,India,2018,135.32,36.8
MOLD3,Inhaler,Japan,2023,11.5,193.08
MOLD2,Suspension,Brazil,2017,44.07,137.47
MOLA,Tablet,Japan,2024,17.33,156.41
MOLBC3,Capsule,US,2019,175.39,154.22
MOLLC1,Injection,China,2020,169.71,81.53
MOLP2,Patch,Australia,2020,188.65,90.32
MOLDEP3,Tablet,Canada,2015,7.72,124.1
MOLH1,Tablet,Brazil,2021,196.31,25.74
MOLBC2,API,India,2015,152.45,183.7
MOLA,Syrup,Global,2023,23.9,52.72
MOLIBD2,Syrup,Japan,2022,14.61,82.1
MOLDEP1,Capsule,Australia,2018,28.54,43.56
MOLLC1,Syrup,China,2016,109.36,48.73
MOLR3,Syrup,Global,2018,101.4,179.75
MOLD1,Ointment,China,2017,158.2,185.34
MOLLC3,Ointment,China,2024,141.93,60.86
MOLR2,API,Japan,2023,41.69,97.58
MOLR3,Tablet,India,2016,148.39,12.3
MOLO2,Syrup,China,2015,199.53,140.93
MOLD3,Ointment,Japan,2022,105.4,183.48
MOLHF2,Patch,Australia,2019,30.69,5.58
MOLIBD2,Patch,China,2019,64.19,98.26
MOLH1,Tablet,Japan,2022,193.41,107.1
MOLH2,Patch,US,2015,193.41,149.18
MOLIBD3,Inhaler,Brazil,2021,39.83,52.13
MOLD3,Syrup,Brazil,2016,184.25,48.24
MOLM3,Capsule,Canada,2024,126.92,152.89
MOLBC2,Injection,China,2016,56.84,37.91
MOLX,Capsule,Australia,2024,107.37,153.83
MOLY,API,Canada,2020,106.03,106.73
MOLLC3,Tablet,Australia,2018,23.83,182.95
MOLH3,Syrup,Brazil,2015,146.62,94.19
MOLDEP3,Syrup,India,2022,125.15,157.49
MOLDEP2,Injection,China,2020,8.43,78.5
MOLO2,Ointment,EU,2016,22.46,185.6
MOLBC2,Patch,Brazil,2019,58.41,10.94
MOLCKD1,Suspension,Brazil,2020,149.52,111.78
MOLR2,API,Canada,2018,113.59,185.18
MOLR1,Patch,US,2021,38.58,121.16
MOLLC1,Suspension,Japan,2018,94.9,96.97
MOLH2,Capsule,Japan,2016,96.01,71.72
MOLLC1,API,Global,2021,4.68,109.62
MOLD2,Patch,China,2018,165.56,83.1
MOLO1,Tablet,Global,2022,160.94,3.9
MOLO1,Suspension,Australia,2023,101.27,160.42
MOLO3,Tablet,Brazil,2018,60.18,128.82
MOLH1,Patch,US,2022,101.15,193.84
MOLM3,Capsule,Global,2017,152.27,54.25
MOLO2,API,EU,2017,93.4,52.22
MOLO3,Suspension,Global,2015,44.32,179.94
MOLCKD1,Tablet,India,2020,54.67,107.99
MOLRA1,Inhaler,India,2018,110.04,56.21
MOLCKD2,Capsule,China,2021,105.0,136.82
MOLD1,Injection,India,2024,143.41,78.5
MOLA,Ointment,India,2016,6.7,54.26
MOLLC3,Capsule,India,2018,148.67,21.83
MOLCKD2,Injection,Global,2021,1.05,112.77
MOLHF3,Tablet,China,2019,88.57,0.61
MOLA,Injection,EU,2017,180.77,39.18
MOLO1,Capsule,US,2024,22.19,192.92
MOLIBD2,Capsule,US,2019,85.71,15.6
MOLC,Inhaler,Japan,2018,38.53,192.64
MOLO1,Syrup,Australia,2018,83.59,197.47
MOLX,Suspension,India,2018,161.52,19.47
MOLX,Injection,EU,2015,144.95,104.74
MOLM3,Suspension,Canada,2015,38.16,85.81
MOLIBD1,Injection,Brazil,2020,187.66,171.4
MOLHF2,Patch,EU,2021,165.31,157.09
MOLC,Ointment,Global,2022,78.88,24.6
MOLCKD2,Capsule,India,2021,138.9,77.96
MOLX,Suspension,Australia,2023,94.87,4.45
MOLCKD2,Capsule,Australia,2015,196.17,117.43
MOLP2,Injection,EU,2022,125.59,131.65
MOLBC3,Injection,Brazil,2023,7.23,144.88
MOLC,Suspension,US,2019,95.32,43.6
MOLRA1,Inhaler,Australia,2021,39.37,7.81
MOLR1,Syrup,Australia,2019,85.97,162.49
MOLH3,Tablet,China,2021,109.46,99.2
MOLD3,Inhaler,EU,2016,115.41,125.89
MOLBC2,Ointment,EU,2018,106.07,195.43
MOLX,Injection,India,2018,156.3,169.86
MOLRA1,Ointment,China,2019,6.7,151.76
MOLHF3,Tablet,Canada,2016,16.04,63.56
MOLR1,Syrup,Canada,2016,133.64,142.13
MOLO1,Patch,EU,2016,16.52,89.29
MOLDEP2,Suspension,Brazil,2024,113.23,136.38
MOLBC1,Syrup,US,2021,176.91,84.02
MOLP1,API,US,2021,21.34,137.11
MOLA,Syrup,India,2016,98.93,190.39
MOLRA1,Tablet,India,2024,60.81,196.22
MOLDEP2,Suspension,Global,2024,121.61,30.02
MOLH1,Suspension,China,2016,162.91,149.19
MOLX,Tablet,Australia,2015,9.36,103.93
MOLLC1,Suspension,Brazil,2020,132.6,13.71
MOLC,Patch,EU,2019,103.01,39.24
MOLBC1,Suspension,India,2017,15.03,108.41
MOLO1,Tablet,Canada,2021,178.33,64.54
MOLD3,Tablet,India,2016,192.06,155.01
MOLDEP2,Syrup,US,2016,132.82,61.77
MOLR3,Suspension,Brazil,2015,8.13,88.06
MOLDEP2,Syrup,Global,2022,77.24,152.88
MOLR3,API,China,2020,92.85,69.52
MOLO2,Capsule,Global,2023,91.32,145.97
MOLHF1,Suspension,Brazil,2017,22.95,68.98
MOLDEP2,Tablet,Global,2020,133.49,110.57
MOL1,Capsule,Canada,2017,183.36,0.61
MOLDEP3,Syrup,India,2023,110.89,72.26
MOLBC2,Inhaler,India,2020,163.44,172.91
MOLR1,API,EU,2015,111.82,101.91
MOLCKD3,Injection,China,2015,3.02,117.77
MOLRA1,Suspension,India,2023,18.67,66.34
MOLR2,Inhaler,Brazil,2023,53.58,92.12
MOLP1,Patch,China,2019,63.97,38.91
MOLO3,Injection,Australia,2019,28.4,134.47
MOLO1,Syrup,EU,2016,56.3,79.17
MOLBC3,Injection,Japan,2015,176.17,49.34
MOLP3,Ointment,US,2018,68.74,128.5
MOLD1,Capsule,Brazil,2017,105.1,157.12
MOLDEP3,API,Australia,2024,36.45,49.08
MOLY,Inhaler,Brazil,2015,151.6,41.4
MOL2,Patch,EU,2020,157.28,104.18
MOLA,Suspension,EU,2018,85.85,155.88
MOLBC3,Injection,Global,2024,113.09,199.5
MOLM3,Syrup,Japan,2019,4.67,46.46
MOLP1,Tablet,Brazil,2023,88.56,174.88
MOLIBD2,Syrup,Japan,2020,115.86,148.08
MOLIBD2,API,US,2016,169.72,184.86
MOLH1,Patch,US,2023,146.01,3.24
MOLDEP1,Tablet,Global,2022,40.03,162.4
MOLR2,Ointment,Brazil,2016,176.38,51.28
MOLR3,Tablet,US,2015,17.68,130.09
MOLBC2,Patch,Brazil,2022,153.63,191.92
MOLBC2,API,Australia,2020,122.83,177.69
MOLDEP1,Syrup,Canada,2024,90.19,8.73
MOLLC3,Syrup,Global,2016,76.73,179.1
MOLD3,API,China,2019,105.08,113.34
MOLBC2,Syrup,Global,2018,175.32,192.61
MOLP1,Ointment,Australia,2022,23.35,28.82
MOLP1,Inhaler,China,2023,182.53,151.04
MOLBC2,Suspension,India,2021,9.01,31.66
MOLD1,Suspension,Japan,2018,198.18,151.47
MOLX,Injection,Canada,2015,159.08,150.71
MOLRA3,Suspension,EU,2022,114.35,73.93
MOLY,Patch,Canada,2020,86.98,89.14
MOLLC3,Ointment,Global,2021,157.36,33.79
MOLCKD3,API,Australia,2018,98.09,143.12
MOLP3,Patch,Australia,2022,199.14,5.43
MOLO3,Syrup,US,2018,141.63,1.44
MOLP2,Ointment,Australia,2019,96.41,143.64
MOLRA1,Inhaler,Brazil,2022,58.43,166.43
MOLH1,Syrup,Japan,2023,171.47,162.15
MOLM1,Patch,China,2019,65.42,155.65
MOLA,Patch,Canada,2022,70.13,141.02
MOLA,API,US,2017,184.09,126.38
MOLD1,Capsule,Brazil,2023,74.34,115.72
MOL1,Suspension,China,2016,90.06,2.05
MOLD2,Patch,China,2019,185.67,36.32
MOLM3,Syrup,Canada,2019,48.63,143.38
MOLDEP3,API,US,2017,38.26,99.29
MOLCKD2,Capsule,Australia,2021,145.99,186.84
MOLIBD3,Injection,Brazil,2023,89.58,69.21
MOLDEP3,Capsule,US,2018,117.07,181.19
MOLM1,Suspension,EU,2016,174.3,133.86
MOLR1,Inhaler,Global,2017,20.59,11.25
MOLIBD1,Ointment,Brazil,2024,41.64,185.98
MOLRA3,Tablet,Australia,2020,148.69,46.7
MOLHF2,Patch,India,2021,35.08,152.77
MOLR3,API,India,2020,26.03,174.5
MOLDEP1,Suspension,China,2024,85.28,65.77
MOLH1,Injection,Japan,2017,17.49,185.31
MOLP2,Tablet,Japan,2018,175.28,140.02
MOLO1,Capsule,China,2020,10.72,41.42
MOLD3,Injection,Global,2019,172.14,9.36
MOLDEP3,Inhaler,Japan,2018,10.46,182.06
MOLIBD3,Injection,Canada,2022,158.71,14.32
MOLRA3,Suspension,Brazil,2019,118.84,67.09
MOLP2,Suspension,China,2018,102.38,16.91
MOLIBD2,Capsule,Global,2023,9.78,61.44
MOLRA1,Patch,US,2024,162.3,106.19
MOLO1,Tablet,Canada,2019,94.29,141.03
MOLC,API,Global,2022,61.2,12.38
MOLP3,Patch,Japan,2022,161.46,75.69
MOLO1,API,India,2016,190.33,60.63
MOLLC3,Inhaler,EU,2020,88.88,121.88
MOLLC3,Capsule,Brazil,2016,190.58,99.34
MOLH2,API,Global,2024,152.65,128.34
MOLA,Syrup,Brazil,2022,190.04,181.46
MOLIBD1,Ointment,EU,2019,50.37,43.39
MOLC,Ointment,EU,2019,97.82,101.15
MOLM1,Ointment,Japan,2018,74.21,118.47
MOLBC3,Capsule,Japan,2024,46.59,129.7
MOLH2,API,Global,2022,45.82,141.15
MOLR3,Syrup,US,2024,23.04,169.64
MOLLC1,Ointment,US,2017,108.97,101.75
MOLP1,API,Global,2018,54.39,31.37
MOLRA1,Syrup,Brazil,2022,181.29,135.38
MOLLC1,Patch,Australia,2018,160.68,17.0
MOLCKD2,Ointment,Canada,2017,34.25,37.39
MOLDEP2,Capsule,US,2024,74.7,187.32
MOLM2,Suspension,EU,2017,141.67,116.71
MOLP2,Capsule,EU,2017,59.19,102.45
MOLIBD2,Suspension,Australia,2017,71.76,3.74
MOL1,Patch,EU,2019,140.98,59.71
MOLM3,Inhaler,Canada,2015,7.3,135.75
MOLHF1,Injection,India,2021,65.57,121.72
MOLDEP2,Tablet,US,2023,157.79,86.13
MOLIBD2,Ointment,Australia,2020,187.6,178.3
MOLD2,Suspension,India,2017,139.88,192.65
MOLP2,Injection,Canada,2024,125.92,88.83
MOLP1,Ointment,Canada,2018,181.03,7.83
MOLLC1,Injection,Canada,2018,8.12,23.37
MOLO2,Syrup,India,2015,89.74,123.59
MOLY,Inhaler,Brazil,2015,163.65,185.7
MOLDEP1,Ointment,India,2018,13.17,141.59
MOLBC3,Inhaler,India,2019,4.86,196.03
MOL1,API,Canada,2017,171.91,111.64
MOLLC3,API,Japan,2015,139.74,148.14
MOLHF3,Syrup,US,2022,183.49,72.4
MOL1,Injection,Japan,2015,184.9,101.11
MOLO3,Inhaler,Brazil,2022,105.62,33.85
MOLH3,Ointment,Brazil,2017,70.92,91.09
MOLLC3,Suspension,EU,2017,162.22,61.03
MOLD1,API,Global,2019,17.78,142.35
MOLM1,Suspension,Brazil,2019,106.6,110.74
MOLHF3,Tablet,Global,2018,174.71,174.67
MOLR3,Syrup,China,2018,74.46,134.25
MOLRA1,Tablet,US,2015,31.2,36.66
MOLLC1,Suspension,Global,2019,198.62,106.55
MOLY,Ointment,US,2021,189.39,57.54
MOLY,Tablet,India,2019,121.51,94.81
MOLP1,Patch,US,2019,139.68,140.4
MOLP2,Inhaler,Japan,2019,143.66,167.41
MOLBC3,API,Global,2016,90.65,78.69
MOLD3,Inhaler,China,2016,38.24,15.42
MOLR1,Ointment,Canada,2020,132.63,118.31
MOLM2,Syrup,EU,2016,42.14,134.24
MOLR3,Ointment,Brazil,2016,39.43,120.02
MOLLC3,Syrup,Australia,2017,41.14,135.85
MOLLC1,Capsule,US,2021,96.7,48.7
MOLBC1,Capsule,US,2022,133.31,156.85
MOLLC2,Inhaler,EU,2019,35.72,52.32
MOLP3,Inhaler,Global,2017,50.51,186.72
MOLLC1,Suspension,India,2020,64.43,82.4
MOLP2,Tablet,Canada,2018,23.55,68.47
MOLC,Capsule,Japan,2021,92.99,68.6
MOLIBD2,API,US,2021,115.35,55.26
MOLBC1,Injection,Australia,2016,82.19,105.22
MOLY,Inhaler,EU,2020,55.59,13.32
MOLA,Inhaler,EU,2017,82.38,112.09
MOL2,Patch,US,2023,188.25,119.38
MOLH1,API,Brazil,2016,17.64,1.03
MOLLC1,Capsule,Canada,2017,109.22,105.81
MOLIBD1,Inhaler,Canada,2019,168.35,20.97
MOLH2,Syrup,India,2021,157.96,7.77
MOLH3,Injection,Canada,2020,180.45,123.24
MOLH3,Inhaler,US,2017,86.43,193.54
MOLLC3,Tablet,Australia,2020,54.66,70.6
MOLDEP1,Ointment,EU,2023,167.51,107.93
MOLHF3,Syrup,India,2021,32.34,114.98
MOLDEP1,API,Global,2021,197.45,2.54
MOL1,Tablet,Global,2021,62.63,116.79
MOLBC3,Injection,Canada,2019,68.08,128.2
MOLR1,Capsule,Canada,2015,180.9,93.17
MOLHF1,Patch,Canada,2015,118.61,142.74
MOLHF2,Patch,Brazil,2023,75.93,82.72
MOLM1,API,Australia,2019,61.84,42.18
MOLDEP1,API,India,2015,91.51,145.64
MOLBC1,Injection,China,2015,191.97,98.56
MOLO2,API,Japan,2017,100.29,7.49
MOLHF1,Capsule,China,2022,182.08,7.94
MOLLC1,Patch,China,2019,37.1,66.17
MOLDEP1,Injection,India,2017,160.87,71.57
MOLDEP3,Suspension,China,2022,119.45,10.59
MOLR1,Ointment,Japan,2020,194.43,181.5
MOLP1,Tablet,Canada,2020,90.45,153.28
MOLH3,API,India,2018,9.92,174.68
MOLHF2,Tablet,China,2021,163.53,19.7
MOLX,Tablet,Canada,2021,190.64,72.73
MOLC,Tablet,Canada,2020,117.16,108.92
MOLIBD3,Injection,Global,2020,113.63,94.07
MOLLC2,API,China,2016,37.88,20.32
MOLRA3,Suspension,China,2017,4.41,170.18
MOLRA1,Syrup,Global,2024,150.35,114.48
MOLDEP2,Inhaler,Australia,2021,134.66,61.58
MOLR2,Tablet,Japan,2023,12.84,107.28
MOLY,Patch,US,2019,117.96,100.53
MOLM3,Syrup,EU,2019,9.47,164.14
MOLH1,Ointment,India,2023,23.56,116.81
MOLD2,Inhaler,Canada,2015,46.66,199.07
MOLDEP1,Injection,Brazil,2024,146.11,34.25
MOLBC2,Tablet,Global,2023,146.59,133.82
MOLLC3,Capsule,Brazil,2016,102.67,68.01
MOLLC2,Ointment,US,2023,140.06,186.92
MOLBC3,Ointment,China,2023,155.23,12.69
MOLP1,Tablet,India,2024,114.17,155.37
MOLR1,Capsule,US,2020,34.87,44.04
MOLH2,Ointment,India,2017,83.47,137.77
MOLR1,Suspension,India,2021,135.12,189.11
MOLO1,Ointment,EU,2021,29.1,139.93
MOLDEP3,Capsule,Global,2016,146.98,167.7
MOLH1,Syrup,EU,2018,35.21,93.6
MOLD2,API,Japan,2021,40.59,76.34
MOLH3,Patch,Canada,2021,12.64,169.36
MOLR1,Suspension,EU,2015,120.28,111.11
MOLM3,Injection,China,2019,199.07,134.16
MOLH2,Tablet,EU,2017,55.41,72.13
MOLM2,Tablet,Canada,2024,104.94,61.54
MOLP2,Suspension,Canada,2021,199.69,118.85
MOLIBD2,Syrup,Brazil,2017,169.24,158.76
MOLC,Injection,Australia,2021,103.44,95.96
MOLD1,Injection,Canada,2020,152.43,127.74
MOL2,Patch,EU,2024,39.13,58.73
MOLP3,API,China,2017,98.75,107.16
MOLO3,Ointment,Australia,2022,114.22,124.83
MOLD1,Inhaler,Japan,2017,119.4,53.74
MOLM1,Patch,China,2018,43.16,28.08
MOLIBD2,Tablet,India,2019,70.88,168.45
MOLDEP1,Capsule,EU,2018,187.82,136.28
MOLM1,Ointment,Japan,2020,185.92,90.07
MOLR2,Ointment,India,2020,190.3,32.45
MOLLC1,Suspension,China,2022,148.28,33.65
MOLLC1,Suspension,EU,2022,194.73,119.05
MOL2,Inhaler,Australia,2024,32.29,53.53
MOL1,Injection,Australia,2015,105.14,173.02
MOLHF1,Capsule,Japan,2016,58.29,190.72
MOLCKD3,Injection,Global,2016,181.91,108.86
MOLIBD3,Ointment,India,2016,131.66,153.92
MOLD3,Patch,EU,2018,3.39,88.72
MOLCKD2,API,Global,2021,58.29,58.46
MOLCKD1,Suspension,EU,2024,14.21,150.93
MOL2,Capsule,Canada,2022,1.44,196.8
MOLD1,API,Brazil,2021,12.93,192.93
MOLR3,API,Canada,2017,199.61,58.71
MOLD3,Patch,India,2019,1.94,76.42
MOLIBD3,Suspension,Australia,2024,123.16,102.99
MOLP2,API,Japan,2021,78.25,45.06
MOLLC2,Patch,Japan,2016,100.66,148.84
MOLO1,Syrup,Brazil,2018,138.61,59.43
MOLD3,Ointment,India,2023,69.16,159.3
MOLDEP1,Tablet,US,2015,81.43,124.95
MOLO2,Suspension,China,2015,184.55,16.33
MOLBC3,Injection,Australia,2022,48.66,59.82
MOLR3,Ointment,US,2023,58.33,178.07
MOLCKD1,Suspension,Australia,2018,187.48,7.35
MOLIBD2,Suspension,EU,2023,64.38,105.35
MOLY,Syrup,US,2024,174.77,85.95
MOLCKD1,Inhaler,India,2021,71.79,93.68
MOLD2,Syrup,Japan,2017,19.63,60.34
MOLBC2,Suspension,Canada,2019,153.1,155.07
MOLCKD3,Syrup,India,2024,98.03,110.56
MOLD1,Syrup,India,2019,165.77,193.9
MOLDEP3,Patch,US,2015,159.93,59.95
MOLD2,Suspension,China,2024,102.8,112.85
MOLR1,Suspension,US,2020,160.38,160.69
MOLCKD3,Ointment,Japan,2017,29.59,159.92
MOLRA1,Suspension,Canada,2022,29.45,162.59
MOLIBD3,Tablet,Canada,2018,96.56,162.96
MOLLC1,Suspension,EU,2020,57.05,126.07
MOLBC2,Inhaler,Australia,2018,74.99,71.15
MOLIBD1,Injection,Canada,2015,97.61,141.41
MOLRA3,Suspension,US,2015,186.91,195.99
MOLHF3,API,China,2020,141.06,78.96
MOLO3,Inhaler,Japan,2021,190.4,159.96
MOLH1,API,US,2016,33.97,154.4
MOLH1,API,Canada,2019,90.85,168.46
MOLM1,Syrup,India,2024,47.8,149.42
MOLDEP2,Injection,Brazil,2020,115.67,10.48
MOLDEP1,Inhaler,US,2018,38.81,21.24
MOLR1,Ointment,Canada,2020,28.37,4.01
MOLDEP2,Syrup,EU,2016,52.33,129.65
MOLO3,Patch,US,2023,74.25,78.3
MOLO2,Suspension,Canada,2017,152.21,97.83
MOLO2,Syrup,Brazil,2024,187.91,120.75
MOLO1,Patch,India,2023,157.87,48.86
MOLHF1,Syrup,Australia,2015,88.55,192.59
MOLRA2,Patch,Australia,2021,4.14,82.62
MOLH2,API,China,2015,178.51,121.78
MOLDEP2,API,China,2015,40.44,58.79
MOLBC1,API,Brazil,2021,75.41,98.41
MOLP1,Patch,Canada,2023,105.2,30.31
MOLO1,Injection,EU,2019,109.96,83.07
MOLR2,API,Canada,2021,193.16,72.78
MOLRA2,Capsule,Australia,2017,171.67,137.6
MOLP1,Tablet,EU,2023,137.94,63.58
MOLM2,Injection,India,2018,52.93,107.03
MOLHF2,Capsule,Brazil,2015,194.88,116.99
MOLDEP2,Inhaler,US,2022,30.05,186.01
MOLD1,Tablet,China,2017,27.81,97.57
MOLDEP2,Capsule,India,2017,93.36,25.4
MOLP3,Ointment,China,2022,120.51,30.01
MOLX,Syrup,Brazil,2017,22.47,55.42
MOLR2,Tablet,Brazil,2022,110.39,90.81
MOLR2,Injection,US,2021,114.18,81.44
MOLRA1,Inhaler,Japan,2017,58.45,115.18
MOL1,Tablet,Canada,2019,184.55,153.29
MOLP1,Patch,Canada,2021,8.04,11.88
MOLCKD3,Suspension,Brazil,2018,65.28,86.0
MOLLC1,API,China,2017,17.27,110.58
MOLP3,Ointment,Global,2024,118.81,124.79
MOLP3,Tablet,India,2020,97.75,139.54
MOLD1,API,Canada,2021,183.94,70.0
MOLH1,Inhaler,China,2018,154.14,176.01
